client_id,client_name,client_segment,client_region,industry_vertical,platform,am_id,tenure_months,contract_type,arr_sek,nps_score_proxy,last_qbr_date,renewal_date,churned
CLT0183,CloudSolutions AS,Enterprise,DACH,Fintech,MessageMedia,AM013,50,Annual,6055400,8.1,2026-06-02,2026-07-04,False
CLT0184,GlobalConnect Inc,Mid-Market,UK & Ireland,Fintech,Sinch Core,AM006,23,Multi-year,350429,7.8,2026-05-23,2027-03-01,False
CLT0185,DigitalRetail GmbH,Mid-Market,UK & Ireland,Logistics,Sinch Core,AM014,14,Annual,292683,7.5,2026-05-04,2027-05-30,False
CLT0186,NordAI Ltd,SMB,LATAM,Logistics,MailerSend,AM008,2,Monthly,30642,7.3,2026-05-21,2027-04-30,True
CLT0187,FlexRetail AB,SMB,APAC,Fintech,Sinch Core,AM004,11,Annual,131833,6.0,2025-12-09,2027-03-31,True
CLT0188,GlobalAI AS,Mid-Market,UK & Ireland,Technology & SaaS,Sinch Core,AM010,34,Multi-year,500115,7.5,2026-05-09,2027-03-31,False
CLT0189,EuroSolutions Oy,Enterprise,North America,Technology & SaaS,MessageMedia,AM011,33,Multi-year,4893826,9.0,2026-03-08,2027-05-30,False
CLT0190,FlexConnect Oy,Mid-Market,LATAM,Fintech,MailerSend,AM004,8,Annual,389995,6.6,2026-02-24,2027-01-30,False
CLT0191,EuroRetail Ltd,Mid-Market,DACH,Healthcare,MailerSend,AM009,27,Monthly,488600,6.7,2026-03-05,2026-08-03,False
CLT0192,TechRetail GmbH,SMB,DACH,Retail & E-commerce,MessageMedia,AM001,24,Annual,78174,7.7,2026-03-18,2027-01-30,True
CLT0193,OpenSystems Oy,Enterprise,Southern Europe,Fintech,MailerSend,AM002,53,Multi-year,6718131,6.8,2026-03-26,2026-08-03,False
CLT0194,SmartGroup Ltd,Enterprise,Southern Europe,Technology & SaaS,Sinch Engage,AM014,42,Multi-year,1573664,9.5,2026-05-01,2026-11-01,False
CLT0195,FlexSystems Inc,Mid-Market,Southern Europe,Fintech,Sinch Core,AM010,15,Monthly,495426,6.8,2026-03-04,2027-04-30,False
CLT0196,GlobalRetail Oy,Enterprise,Nordics,Healthcare,MailerSend,AM013,43,Multi-year,3944206,8.2,2026-03-13,2027-03-31,False
CLT0197,OpenConnect Oy,SMB,Southern Europe,Logistics,MailerSend,AM010,11,Monthly,41118,7.4,2025-12-24,2027-01-30,True
CLT0198,DigitalGroup SAS,SMB,Southern Europe,Retail & E-commerce,Sinch Engage,AM002,12,Monthly,38419,7.0,2026-02-06,2027-05-30,False
CLT0199,RapidLogistics GmbH,Enterprise,LATAM,Gaming & Entertainment,Sinch Engage,AM004,44,Multi-year,3985189,7.1,2026-05-16,2027-05-30,False
CLT0200,OpenLabs GmbH,Mid-Market,North America,Retail & E-commerce,MailerSend,AM007,18,Annual,418178,6.4,2026-02-21,2027-03-01,False
CLT0201,NordHealth SAS,Enterprise,APAC,Fintech,Sinch Core,AM008,40,Monthly,2653487,8.2,2026-04-10,2026-08-03,False
CLT0202,PrimeSolutions Ltd,SMB,North America,Retail & E-commerce,Sinch Engage,AM007,19,Annual,104936,7.3,2025-12-13,2027-03-31,False
CLT0203,DigitalSolutions BV,Enterprise,Nordics,Retail & E-commerce,Sinch Core,AM005,36,Multi-year,4388399,8.5,2026-04-22,2027-01-30,False
CLT0204,TechLabs GmbH,Enterprise,APAC,Retail & E-commerce,Sinch Core,AM004,46,Annual,3492726,8.3,2026-05-21,2026-07-04,False
CLT0205,RapidLabs Ltd,Enterprise,APAC,Logistics,Sinch Engage,AM008,33,Annual,4587046,7.7,2026-04-06,2026-10-02,False
CLT0206,DigitalRetail GmbH,Mid-Market,Southern Europe,Fintech,Sinch Engage,AM014,6,Annual,681244,8.4,2026-03-06,2026-10-02,False
CLT0207,CloudLabs Oy,Mid-Market,North America,Healthcare,MessageMedia,AM007,11,Multi-year,350136,6.9,2026-03-11,2027-01-30,False
CLT0208,SmartSystems GmbH,Mid-Market,North America,Healthcare,MessageMedia,AM011,9,Multi-year,338894,7.7,2026-03-10,2027-05-30,False
CLT0209,GlobalSystems AS,Mid-Market,DACH,Logistics,Sinch Engage,AM005,15,Annual,153248,6.9,2026-04-12,2027-03-31,False
CLT0210,FlexSystems AB,Mid-Market,North America,Retail & E-commerce,Sinch Engage,AM007,28,Annual,482132,6.2,2026-05-12,2026-12-01,False
CLT0211,FlexGroup Ltd,SMB,Southern Europe,Technology & SaaS,MailerSend,AM014,5,Monthly,59247,4.8,2026-02-18,2027-05-30,False
CLT0212,OpenAI BV,Enterprise,LATAM,Fintech,Sinch Core,AM004,32,Annual,4130317,8.3,2026-05-14,2027-01-30,False
CLT0213,FastConnect SAS,Enterprise,Nordics,Healthcare,Sinch Core,AM005,35,Monthly,4292950,8.7,2026-05-22,2027-05-30,False
CLT0214,TechAI AS,Enterprise,UK & Ireland,Technology & SaaS,MailerSend,AM006,40,Multi-year,1598565,9.3,2026-03-21,2027-05-30,False
CLT0215,SmartSystems SAS,Enterprise,DACH,Fintech,MessageMedia,AM005,31,Multi-year,1397100,8.0,2026-03-06,2026-11-01,False
CLT0216,GlobalAI Ltd,Mid-Market,APAC,Technology & SaaS,Sinch Engage,AM004,32,Monthly,194902,7.1,2026-02-14,2027-04-30,False
CLT0217,RapidGroup GmbH,SMB,LATAM,Retail & E-commerce,MailerSend,AM012,8,Monthly,78619,6.6,2025-12-26,2026-12-31,False
CLT0218,NordAI GmbH,SMB,Nordics,Logistics,MessageMedia,AM013,13,Monthly,83202,5.5,2026-03-13,2027-03-31,False
CLT0219,FlexRetail Oy,Mid-Market,APAC,Logistics,Sinch Core,AM004,28,Monthly,273420,7.5,2026-02-19,2026-10-02,False
CLT0220,FastGroup AB,Mid-Market,North America,Gaming & Entertainment,MailerSend,AM011,10,Monthly,337297,7.2,2026-05-30,2026-08-03,False
CLT0221,SmartHealth Oy,SMB,Southern Europe,Fintech,MailerSend,AM006,15,Monthly,28123,6.4,2026-03-19,2026-09-02,False
CLT0222,FastHealth GmbH,Mid-Market,APAC,Retail & E-commerce,MailerSend,AM012,11,Annual,139866,6.9,2026-05-06,2026-12-31,False
CLT0223,RapidAI Ltd,Mid-Market,DACH,Fintech,MailerSend,AM001,24,Annual,306024,8.4,2026-02-20,2026-08-03,False
CLT0224,FastCommerce GmbH,Enterprise,Nordics,Healthcare,MessageMedia,AM009,24,Multi-year,1638860,8.1,2026-05-18,2027-04-30,False
CLT0225,FastGroup Inc,Enterprise,APAC,Healthcare,MessageMedia,AM012,28,Annual,5030185,7.7,2026-04-13,2027-03-31,False
CLT0226,FastHealth Inc,Enterprise,LATAM,Fintech,MessageMedia,AM008,25,Annual,5210090,6.6,2026-05-04,2026-11-01,False
CLT0227,PrimeLogistics SAS,Mid-Market,North America,Healthcare,Sinch Core,AM003,15,Annual,554409,6.0,2026-03-31,2026-10-02,False
CLT0228,CloudPay Oy,SMB,LATAM,Logistics,MailerSend,AM004,8,Monthly,80621,6.8,2026-01-03,2026-08-03,False
CLT0229,OpenHealth AB,Enterprise,LATAM,Technology & SaaS,MessageMedia,AM008,54,Monthly,5239596,7.7,2026-05-26,2026-07-04,False
CLT0230,CloudSolutions Ltd,Enterprise,Nordics,Retail & E-commerce,MessageMedia,AM013,43,Annual,5224732,8.0,2026-05-25,2027-04-30,False
CLT0231,FastLabs GmbH,Mid-Market,North America,Retail & E-commerce,Sinch Engage,AM007,35,Annual,227187,7.5,2026-02-27,2027-04-30,False
CLT0232,NordRetail Ltd,Mid-Market,LATAM,Retail & E-commerce,Sinch Engage,AM008,13,Multi-year,143394,8.3,2026-03-18,2027-03-31,False
CLT0233,SmartCommerce Oy,Mid-Market,APAC,Fintech,MailerSend,AM012,6,Annual,260252,7.7,2026-02-19,2027-05-30,False
CLT0234,PrimeSystems GmbH,Mid-Market,UK & Ireland,Fintech,Sinch Core,AM014,29,Annual,226653,7.4,2026-05-27,2026-11-01,False
CLT0235,FastAI GmbH,Mid-Market,Nordics,Healthcare,Sinch Engage,AM005,21,Annual,476653,8.3,2026-05-22,2027-03-31,False
CLT0236,GlobalPay AS,Mid-Market,Nordics,Retail & E-commerce,Sinch Engage,AM013,33,Annual,117086,8.1,2026-02-07,2026-09-02,False
CLT0237,DigitalSolutions AB,Enterprise,APAC,Retail & E-commerce,Sinch Core,AM004,38,Annual,3053023,6.7,2026-05-29,2026-09-02,False
CLT0238,OpenRetail Inc,Enterprise,Southern Europe,Technology & SaaS,MessageMedia,AM014,36,Multi-year,4038217,9.3,2026-05-10,2026-11-01,False
CLT0239,CloudBank AB,Mid-Market,Southern Europe,Healthcare,Sinch Engage,AM002,30,Monthly,242948,7.5,2026-06-01,2026-10-02,False
CLT0240,NordCommerce SAS,Enterprise,APAC,Technology & SaaS,Sinch Core,AM012,42,Monthly,4003461,6.5,2026-04-12,2027-01-30,False
CLT0241,GlobalLabs AS,SMB,LATAM,Fintech,MessageMedia,AM012,17,Annual,103796,7.3,2026-05-11,2027-03-01,False
CLT0242,PrimeAI Oy,Mid-Market,Southern Europe,Fintech,Sinch Engage,AM010,27,Monthly,235939,7.5,2026-02-06,2026-12-31,False
CLT0243,TechLogistics GmbH,Mid-Market,Nordics,Retail & E-commerce,Sinch Engage,AM005,36,Multi-year,226906,7.4,2026-04-08,2027-01-30,False
CLT0244,PrimeAI AB,SMB,DACH,Healthcare,MailerSend,AM001,15,Annual,72492,7.1,2025-12-11,2026-11-01,False
CLT0245,NordLogistics BV,SMB,DACH,Retail & E-commerce,MessageMedia,AM001,3,Monthly,57787,6.2,2026-03-30,2026-09-02,False
CLT0246,GlobalConnect AS,Mid-Market,Nordics,Healthcare,Sinch Engage,AM001,20,Multi-year,184113,7.5,2026-02-25,2026-10-02,False
CLT0247,FlexCommerce GmbH,Mid-Market,APAC,Retail & E-commerce,MessageMedia,AM004,8,Monthly,445835,6.8,2026-05-10,2027-04-30,False
CLT0248,RapidGroup AB,SMB,UK & Ireland,Technology & SaaS,MailerSend,AM006,4,Monthly,33274,6.2,2026-02-14,2027-05-30,True
CLT0249,OpenSystems Inc,Mid-Market,UK & Ireland,Retail & E-commerce,MessageMedia,AM014,12,Monthly,217933,6.1,2026-05-31,2027-03-31,False
CLT0250,CloudConnect AB,Mid-Market,North America,Logistics,Sinch Core,AM007,21,Multi-year,125371,7.5,2026-05-10,2027-04-30,False
CLT0251,TechSystems Inc,SMB,UK & Ireland,Technology & SaaS,MailerSend,AM010,16,Annual,118782,8.1,2026-04-19,2026-07-04,False
CLT0252,SmartSolutions AB,SMB,UK & Ireland,Fintech,MessageMedia,AM006,2,Annual,114553,6.0,2025-12-18,2026-10-02,True
CLT0253,OpenPay Oy,SMB,North America,Gaming & Entertainment,Sinch Engage,AM003,13,Monthly,56528,5.8,2025-12-08,2026-12-01,False
CLT0254,DigitalSystems Inc,Mid-Market,North America,Technology & SaaS,MailerSend,AM003,36,Annual,258294,7.0,2026-05-24,2026-07-04,False
CLT0255,NordPay Ltd,Mid-Market,UK & Ireland,Fintech,Sinch Engage,AM010,35,Annual,590776,6.2,2026-02-07,2026-12-01,False
CLT0256,OpenHealth Oy,SMB,LATAM,Healthcare,MessageMedia,AM008,4,Monthly,106778,6.1,2025-12-17,2026-12-31,False
CLT0257,RapidRetail SAS,Enterprise,DACH,Retail & E-commerce,MessageMedia,AM009,45,Multi-year,5045621,8.2,2026-03-21,2026-09-02,False
CLT0258,DigitalLabs GmbH,Mid-Market,APAC,Fintech,MailerSend,AM004,36,Annual,560462,7.4,2026-02-07,2027-03-31,False
CLT0259,FastLabs Oy,Enterprise,APAC,Technology & SaaS,MessageMedia,AM004,22,Annual,3245390,8.5,2026-05-24,2027-05-30,False
CLT0260,FlexAI AS,Mid-Market,DACH,Retail & E-commerce,MessageMedia,AM001,28,Annual,149097,6.8,2026-05-29,2026-12-31,False
CLT0261,FastConnect Ltd,SMB,Southern Europe,Technology & SaaS,MailerSend,AM014,13,Monthly,85846,6.0,2026-01-08,2027-04-30,False
CLT0262,GlobalAI GmbH,Mid-Market,Nordics,Healthcare,MessageMedia,AM001,15,Multi-year,132631,6.1,2026-05-14,2026-12-31,False
CLT0263,RapidCommerce AB,SMB,Nordics,Healthcare,MailerSend,AM013,11,Monthly,117432,5.9,2026-04-23,2027-03-31,False
CLT0264,CloudGroup Ltd,Enterprise,DACH,Fintech,MessageMedia,AM005,44,Multi-year,3815282,6.5,2026-04-15,2027-03-31,False
CLT0265,EuroGroup GmbH,Enterprise,Nordics,Fintech,Sinch Engage,AM001,36,Multi-year,6341000,8.8,2026-03-15,2026-11-01,False
CLT0266,TechCommerce BV,Mid-Market,Southern Europe,Retail & E-commerce,MessageMedia,AM014,34,Multi-year,491232,6.6,2026-02-11,2026-12-31,False
CLT0267,RapidSystems Inc,Mid-Market,UK & Ireland,Fintech,Sinch Core,AM002,13,Multi-year,337124,6.2,2026-04-21,2027-03-01,False
CLT0268,NordSolutions Ltd,SMB,LATAM,Healthcare,MailerSend,AM008,17,Annual,89844,6.5,2026-02-23,2027-05-30,False
CLT0269,RapidConnect Ltd,Mid-Market,DACH,Fintech,Sinch Engage,AM005,36,Multi-year,262698,6.8,2026-05-25,2027-04-30,False
CLT0270,CloudGroup AB,Mid-Market,APAC,Gaming & Entertainment,Sinch Core,AM012,35,Annual,114863,6.7,2026-04-24,2026-11-01,False
CLT0271,EuroSystems GmbH,SMB,North America,Gaming & Entertainment,MailerSend,AM003,14,Monthly,29535,5.6,2026-01-06,2026-08-03,True
CLT0272,GlobalSystems AS,SMB,UK & Ireland,Gaming & Entertainment,MailerSend,AM014,14,Multi-year,46427,5.9,2026-03-26,2026-12-31,False
CLT0273,SmartRetail SAS,SMB,UK & Ireland,Fintech,Sinch Core,AM010,23,Monthly,71594,6.8,2026-05-30,2026-12-01,True
CLT0274,PrimeLogistics GmbH,SMB,APAC,Gaming & Entertainment,Sinch Engage,AM012,4,Annual,42396,7.0,2026-03-14,2026-11-01,False
CLT0275,PrimeSolutions AS,Enterprise,LATAM,Fintech,MessageMedia,AM012,44,Annual,6389525,7.5,2026-05-27,2026-11-01,False
CLT0276,TechAI Inc,SMB,North America,Fintech,Sinch Engage,AM003,1,Annual,59880,6.2,2026-02-08,2026-07-04,False
CLT0277,FlexSystems Oy,SMB,North America,Retail & E-commerce,Sinch Core,AM007,13,Monthly,39859,6.1,2026-02-10,2026-09-02,False
CLT0278,DigitalLabs Inc,SMB,UK & Ireland,Retail & E-commerce,MessageMedia,AM014,24,Multi-year,35031,7.9,2026-01-09,2026-10-02,True
CLT0279,DigitalRetail SAS,Mid-Market,Southern Europe,Logistics,Sinch Core,AM006,22,Annual,104987,8.3,2026-03-20,2026-07-04,False
CLT0280,CloudSystems AS,SMB,UK & Ireland,Logistics,MessageMedia,AM010,14,Annual,65877,5.4,2026-03-19,2027-04-30,False
CLT0281,TechRetail SAS,Enterprise,APAC,Healthcare,MessageMedia,AM008,41,Multi-year,3445518,8.2,2026-04-30,2027-04-30,False
CLT0282,FastBank Ltd,SMB,APAC,Logistics,Sinch Engage,AM004,10,Monthly,42453,6.5,2026-01-02,2026-12-31,False
CLT0283,TechAI Inc,SMB,UK & Ireland,Logistics,MailerSend,AM002,9,Monthly,71118,6.0,2026-01-09,2026-10-02,True
CLT0284,GlobalRetail GmbH,Mid-Market,Southern Europe,Logistics,MessageMedia,AM006,35,Monthly,429639,6.9,2026-02-12,2027-03-01,False
CLT0285,PrimeRetail AS,Mid-Market,APAC,Healthcare,Sinch Engage,AM012,31,Multi-year,471711,6.7,2026-04-20,2026-10-02,False
CLT0286,OpenSystems GmbH,Mid-Market,UK & Ireland,Gaming & Entertainment,MailerSend,AM014,24,Multi-year,216041,6.8,2026-03-15,2027-03-31,False
CLT0287,DigitalBank AS,Enterprise,Nordics,Healthcare,MessageMedia,AM001,42,Annual,5933528,6.2,2026-05-16,2026-09-02,False
CLT0288,FastPay AB,SMB,Southern Europe,Technology & SaaS,Sinch Engage,AM014,5,Annual,79909,6.8,2026-04-20,2026-12-01,False
CLT0289,RapidLogistics BV,Enterprise,LATAM,Healthcare,MailerSend,AM004,28,Annual,2194860,8.3,2026-03-15,2026-12-31,False
CLT0290,DigitalConnect Oy,Enterprise,DACH,Retail & E-commerce,MessageMedia,AM001,41,Annual,679895,8.1,2026-03-16,2027-05-30,False
CLT0291,PrimeSolutions Oy,Enterprise,North America,Retail & E-commerce,Sinch Engage,AM003,55,Multi-year,3374666,7.8,2026-04-28,2027-01-30,False
CLT0292,DigitalConnect Ltd,SMB,DACH,Retail & E-commerce,MessageMedia,AM005,11,Monthly,92672,6.0,2026-02-21,2026-07-04,False
CLT0293,OpenPay AB,Enterprise,North America,Retail & E-commerce,MessageMedia,AM007,28,Annual,1686472,9.6,2026-05-03,2027-03-01,False
CLT0294,PrimeCommerce Inc,SMB,Nordics,Logistics,MailerSend,AM013,2,Annual,33417,7.5,2026-04-01,2027-01-30,False
CLT0295,CloudAI GmbH,Mid-Market,UK & Ireland,Logistics,Sinch Core,AM006,19,Annual,424556,6.7,2026-02-09,2026-08-03,False
CLT0296,GlobalPay BV,SMB,Southern Europe,Retail & E-commerce,Sinch Engage,AM006,7,Annual,109805,5.5,2026-02-20,2026-11-01,False
CLT0297,FastGroup Ltd,Mid-Market,Southern Europe,Technology & SaaS,Sinch Core,AM002,16,Monthly,289832,6.7,2026-02-18,2027-03-31,False
CLT0298,FlexPay GmbH,SMB,Nordics,Technology & SaaS,MessageMedia,AM013,24,Monthly,43258,6.4,2026-03-21,2026-11-01,False
CLT0299,GlobalLabs Ltd,SMB,LATAM,Gaming & Entertainment,MessageMedia,AM012,10,Annual,57131,5.5,2026-05-24,2026-07-04,False
CLT0300,SmartLogistics BV,SMB,North America,Retail & E-commerce,MessageMedia,AM003,9,Annual,35401,6.6,2026-02-22,2027-01-30,False
CLT0301,OpenLabs BV,SMB,LATAM,Gaming & Entertainment,Sinch Engage,AM004,6,Annual,29595,6.2,2026-01-04,2027-01-30,False
CLT0302,NordHealth SAS,Mid-Market,UK & Ireland,Fintech,Sinch Engage,AM014,25,Multi-year,161151,6.9,2026-04-13,2027-01-30,False
CLT0303,TechLabs AS,Enterprise,LATAM,Logistics,MessageMedia,AM008,51,Annual,2259974,7.9,2026-05-04,2027-01-30,False
CLT0304,TechConnect Oy,SMB,North America,Fintech,Sinch Engage,AM007,2,Monthly,30136,6.8,2026-05-16,2027-01-30,False
CLT0305,EuroGroup BV,Enterprise,DACH,Technology & SaaS,MailerSend,AM001,53,Multi-year,4779114,7.8,2026-03-23,2027-01-30,False
CLT0306,EuroSystems SAS,SMB,APAC,Retail & E-commerce,Sinch Core,AM008,21,Multi-year,24561,8.5,2026-01-15,2026-07-04,False
CLT0307,TechSolutions BV,Mid-Market,APAC,Technology & SaaS,MessageMedia,AM004,27,Monthly,440939,7.4,2026-02-16,2027-01-30,False
CLT0308,CloudSolutions Oy,Mid-Market,Southern Europe,Logistics,Sinch Engage,AM010,9,Annual,143530,7.0,2026-03-15,2026-11-01,False
CLT0309,RapidConnect BV,Enterprise,DACH,Logistics,MailerSend,AM009,49,Annual,1594264,8.7,2026-05-11,2026-08-03,False
CLT0310,FastSystems Ltd,Mid-Market,UK & Ireland,Gaming & Entertainment,MailerSend,AM002,9,Monthly,422419,8.2,2026-04-08,2027-01-30,False
CLT0311,RapidLabs Oy,Enterprise,APAC,Technology & SaaS,MailerSend,AM012,21,Annual,5369878,7.4,2026-05-19,2026-08-03,False
CLT0312,GlobalCommerce AS,Mid-Market,North America,Healthcare,Sinch Engage,AM007,35,Monthly,555692,7.9,2026-04-28,2027-01-30,False
CLT0313,TechLabs Ltd,SMB,North America,Logistics,MessageMedia,AM003,10,Annual,87211,6.8,2026-03-22,2027-04-30,True
CLT0314,FastAI AS,Mid-Market,DACH,Technology & SaaS,MessageMedia,AM009,22,Annual,499747,8.0,2026-03-22,2027-03-31,False
CLT0315,NordConnect SAS,SMB,North America,Logistics,Sinch Core,AM003,10,Annual,71594,6.2,2026-05-22,2027-04-30,False
CLT0316,TechGroup GmbH,Mid-Market,UK & Ireland,Gaming & Entertainment,Sinch Engage,AM010,27,Annual,196661,8.0,2026-03-27,2026-07-04,False
CLT0317,PrimeLabs AB,SMB,North America,Logistics,MailerSend,AM011,8,Monthly,88887,5.8,2025-12-08,2026-11-01,False
CLT0318,DigitalLabs Oy,Mid-Market,LATAM,Technology & SaaS,Sinch Core,AM012,27,Annual,343096,5.5,2026-03-17,2027-01-30,False
CLT0319,GlobalAI GmbH,SMB,North America,Gaming & Entertainment,MessageMedia,AM003,7,Monthly,38557,5.1,2026-05-16,2026-09-02,False
CLT0320,NordCommerce Oy,Mid-Market,North America,Retail & E-commerce,Sinch Engage,AM003,14,Annual,185011,7.0,2026-03-06,2026-09-02,False
CLT0321,TechSolutions Inc,Mid-Market,APAC,Healthcare,MessageMedia,AM012,25,Annual,536425,7.9,2026-05-26,2027-05-30,False
CLT0322,FastBank Oy,Mid-Market,LATAM,Technology & SaaS,MailerSend,AM004,22,Annual,238622,7.2,2026-02-11,2026-10-02,False
CLT0323,FastSystems Inc,Enterprise,LATAM,Retail & E-commerce,MailerSend,AM004,57,Annual,5445161,8.6,2026-04-08,2026-10-02,False
CLT0324,CloudSolutions BV,Mid-Market,UK & Ireland,Technology & SaaS,MailerSend,AM010,18,Multi-year,207272,7.6,2026-03-30,2026-12-01,False
CLT0325,NordLabs GmbH,Enterprise,APAC,Healthcare,Sinch Core,AM004,30,Monthly,3824373,8.4,2026-03-28,2027-03-01,False
CLT0326,RapidLabs GmbH,Mid-Market,DACH,Retail & E-commerce,MailerSend,AM005,33,Annual,505283,8.3,2026-03-07,2027-05-30,False
CLT0327,EuroSystems Inc,Enterprise,Southern Europe,Logistics,Sinch Core,AM002,39,Multi-year,776922,7.8,2026-05-03,2027-03-01,False
CLT0328,NordLabs GmbH,Mid-Market,Southern Europe,Technology & SaaS,MailerSend,AM002,26,Annual,405661,7.6,2026-05-20,2027-03-01,False
CLT0329,FlexLogistics AS,SMB,APAC,Gaming & Entertainment,Sinch Core,AM012,3,Annual,56851,7.5,2026-05-13,2026-11-01,True
CLT0330,FastAI Oy,Enterprise,DACH,Gaming & Entertainment,Sinch Engage,AM009,52,Monthly,1992711,8.7,2026-05-17,2026-11-01,False
CLT0331,CloudHealth SAS,Enterprise,LATAM,Technology & SaaS,Sinch Core,AM004,53,Annual,2191707,9.4,2026-04-15,2027-03-01,False
CLT0332,DigitalHealth Ltd,SMB,APAC,Retail & E-commerce,MailerSend,AM004,12,Annual,52527,6.0,2025-12-29,2026-11-01,True
CLT0333,DigitalAI BV,Mid-Market,Nordics,Logistics,MailerSend,AM009,33,Annual,469073,8.1,2026-05-03,2026-08-03,False
CLT0334,FlexGroup Oy,Mid-Market,APAC,Technology & SaaS,Sinch Core,AM012,26,Multi-year,289850,8.0,2026-05-11,2026-12-01,False
CLT0335,DigitalAI AS,Mid-Market,North America,Logistics,MessageMedia,AM007,10,Multi-year,376686,5.7,2026-04-25,2026-10-02,False
CLT0336,CloudHealth Ltd,Mid-Market,APAC,Retail & E-commerce,MailerSend,AM008,29,Annual,301217,7.5,2026-04-26,2027-01-30,False
CLT0337,NordSystems AS,Enterprise,UK & Ireland,Logistics,MessageMedia,AM002,26,Annual,2040400,8.1,2026-04-01,2027-04-30,False
CLT0338,PrimeRetail Ltd,Mid-Market,Nordics,Gaming & Entertainment,MailerSend,AM009,23,Annual,201142,7.9,2026-02-10,2027-03-31,False
CLT0339,GlobalCommerce Ltd,Mid-Market,Southern Europe,Healthcare,Sinch Core,AM006,17,Monthly,435936,7.2,2026-05-18,2027-01-30,False
CLT0340,FastConnect Oy,Mid-Market,UK & Ireland,Logistics,MailerSend,AM002,7,Annual,203987,9.0,2026-05-06,2026-07-04,False
CLT0341,RapidLabs AS,SMB,Nordics,Retail & E-commerce,Sinch Core,AM009,2,Monthly,68723,7.7,2026-01-10,2026-09-02,True
CLT0342,FlexGroup AB,SMB,LATAM,Retail & E-commerce,MessageMedia,AM004,3,Monthly,96492,6.7,2026-03-06,2026-12-01,False
CLT0343,PrimeHealth Inc,Enterprise,DACH,Healthcare,MessageMedia,AM005,32,Multi-year,1375994,8.2,2026-04-19,2027-03-31,False
CLT0344,NordConnect AB,Mid-Market,Nordics,Retail & E-commerce,MailerSend,AM005,21,Annual,499415,6.2,2026-03-14,2026-12-31,False
CLT0345,CloudLogistics AB,Mid-Market,DACH,Fintech,Sinch Core,AM001,26,Multi-year,516280,7.4,2026-02-06,2026-09-02,False
CLT0346,GlobalConnect AS,Mid-Market,LATAM,Technology & SaaS,Sinch Engage,AM012,15,Monthly,188442,7.1,2026-02-13,2027-01-30,False
CLT0347,OpenHealth Inc,SMB,LATAM,Logistics,MessageMedia,AM012,6,Monthly,82604,8.3,2026-02-08,2027-03-31,False
CLT0348,NordSolutions GmbH,Enterprise,Nordics,Retail & E-commerce,MailerSend,AM001,30,Multi-year,5373302,8.4,2026-03-18,2027-03-31,False
CLT0349,RapidConnect BV,Mid-Market,North America,Fintech,MailerSend,AM007,23,Monthly,140880,8.0,2026-03-07,2027-03-01,True
CLT0350,EuroRetail AS,Mid-Market,North America,Gaming & Entertainment,Sinch Core,AM003,31,Annual,415397,6.9,2026-02-26,2026-10-02,True
CLT0351,RapidBank GmbH,Enterprise,APAC,Retail & E-commerce,Sinch Core,AM008,18,Annual,5371726,8.5,2026-03-08,2026-12-01,False
CLT0352,RapidSolutions BV,Mid-Market,UK & Ireland,Fintech,MailerSend,AM010,14,Monthly,533502,5.2,2026-04-15,2026-10-02,False
CLT0353,PrimeConnect BV,Mid-Market,Southern Europe,Fintech,MessageMedia,AM006,14,Monthly,365083,8.0,2026-03-12,2026-08-03,False
CLT0354,EuroCommerce BV,SMB,Nordics,Gaming & Entertainment,MailerSend,AM001,7,Annual,73634,5.7,2025-12-24,2026-07-04,False
CLT0355,OpenLabs SAS,Mid-Market,Nordics,Technology & SaaS,MessageMedia,AM001,14,Annual,281152,6.1,2026-02-05,2026-12-31,False
CLT0356,SmartConnect AB,Mid-Market,LATAM,Logistics,MailerSend,AM004,32,Annual,182297,7.2,2026-03-12,2027-03-01,False
CLT0357,SmartLogistics Oy,SMB,APAC,Gaming & Entertainment,Sinch Core,AM004,8,Monthly,35881,7.0,2026-04-25,2026-08-03,False
CLT0358,TechBank SAS,Mid-Market,DACH,Logistics,Sinch Core,AM009,22,Annual,102653,7.0,2026-03-25,2027-03-31,False
CLT0359,EuroSolutions SAS,SMB,Southern Europe,Retail & E-commerce,Sinch Core,AM006,13,Annual,104889,5.6,2026-05-08,2027-03-01,False
CLT0360,FlexLabs BV,Enterprise,North America,Retail & E-commerce,MailerSend,AM011,34,Multi-year,2858171,8.5,2026-05-04,2026-12-01,False
CLT0361,RapidBank AB,SMB,Southern Europe,Technology & SaaS,Sinch Core,AM006,4,Monthly,69929,5.6,2026-04-07,2026-12-01,True
CLT0362,OpenRetail Ltd,Mid-Market,UK & Ireland,Logistics,MessageMedia,AM006,8,Annual,293696,6.8,2026-04-20,2026-10-02,False
CLT0363,DigitalConnect Oy,Mid-Market,DACH,Technology & SaaS,Sinch Engage,AM005,21,Monthly,632396,6.6,2026-05-09,2026-10-02,False
CLT0364,OpenRetail BV,Enterprise,Nordics,Fintech,Sinch Core,AM013,60,Multi-year,6485880,8.6,2026-04-25,2027-01-30,False
CLT0365,CloudPay Oy,Mid-Market,North America,Fintech,Sinch Engage,AM003,14,Annual,432044,6.9,2026-04-11,2027-01-30,False
CLT0366,OpenHealth Oy,SMB,DACH,Retail & E-commerce,MailerSend,AM001,15,Multi-year,39353,6.6,2026-04-12,2026-12-31,False
