client_id,platform,product_line,product_hierarchy,destination_country,adoption_date,is_active
CLT0146,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Portugal,2024-06-16,False
CLT0146,MessageMedia,Email,Marketing Email,France,2024-06-14,False
CLT0147,Sinch Core,Email,Transactional Email,United States,2024-10-27,True
CLT0147,Sinch Core,SMS,A2P SMS,Canada,2024-11-20,True
CLT0148,MessageMedia,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-06-02,True
CLT0148,MessageMedia,SMS,SMS API,United Kingdom,2023-05-22,True
CLT0148,MessageMedia,Verification,Data Verification,Ireland,2023-07-17,True
CLT0149,MessageMedia,SMS,SMS API,Colombia,2025-10-23,True
CLT0149,MessageMedia,Voice,Contact Center Voice,Colombia,2025-10-20,True
CLT0150,Sinch Core,Voice,Contact Center Voice,India,2021-11-02,True
CLT0150,Sinch Core,WhatsApp Business,WhatsApp API,India,2021-10-02,True
CLT0150,Sinch Core,Verification,Data Verification,India,2021-11-05,True
CLT0150,Sinch Core,SMS,A2P SMS,Singapore,2021-10-02,True
CLT0151,MailerSend,SMS,SMS API,Finland,2025-10-16,True
CLT0152,Sinch Engage,SMS,A2P SMS,Denmark,2024-02-10,True
CLT0152,Sinch Engage,Voice,Contact Center Voice,Norway,2024-01-25,True
CLT0152,Sinch Engage,Verification,2FA SMS,Denmark,2024-02-14,True
CLT0152,Sinch Engage,Email,Transactional Email,Denmark,2023-12-24,True
CLT0153,MessageMedia,Verification,Data Verification,Colombia,2024-01-13,True
CLT0153,MessageMedia,SMS,P2P SMS,Colombia,2023-12-07,True
CLT0153,MessageMedia,Voice,Voice API,Brazil,2024-01-13,True
CLT0153,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Brazil,2023-12-28,True
CLT0154,MessageMedia,Email,Email API,Japan,2024-06-07,True
CLT0154,MessageMedia,SMS,P2P SMS,Singapore,2024-06-25,True
CLT0155,MessageMedia,SMS,SMS API,United Kingdom,2023-05-04,True
CLT0155,MessageMedia,Voice,Voice API,United Kingdom,2023-05-31,True
CLT0155,MessageMedia,Verification,Flash Call Verification,United Kingdom,2023-05-22,True
CLT0155,MessageMedia,Email,Transactional Email,Ireland,2023-05-06,True
CLT0156,MessageMedia,Voice,Voice API,Mexico,2024-06-17,True
CLT0156,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Argentina,2024-07-01,True
CLT0156,MessageMedia,SMS,A2P SMS,Argentina,2024-06-21,True
CLT0157,Sinch Core,SMS,SMS API,Portugal,2023-02-23,True
CLT0157,Sinch Core,Voice,Contact Center Voice,Portugal,2023-01-22,True
CLT0157,Sinch Core,Verification,Data Verification,Italy,2023-02-24,True
CLT0157,Sinch Core,WhatsApp Business,WhatsApp API,Italy,2023-02-18,True
CLT0158,Sinch Core,SMS,A2P SMS,United Kingdom,2025-05-25,True
CLT0158,Sinch Core,Voice,Contact Center Voice,Ireland,2025-06-26,True
CLT0159,MessageMedia,Email,Email API,France,2025-06-29,True
CLT0159,MessageMedia,SMS,A2P SMS,Portugal,2025-06-01,True
CLT0160,MailerSend,Voice,Voice API,Italy,2023-07-17,True
CLT0160,MailerSend,Verification,2FA SMS,France,2023-07-27,True
CLT0161,Sinch Engage,SMS,A2P SMS,United Kingdom,2023-05-01,True
CLT0161,Sinch Engage,Verification,2FA SMS,Ireland,2023-05-01,True
CLT0161,Sinch Engage,Voice,Voice API,Ireland,2023-04-22,True
CLT0161,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,United Kingdom,2023-06-07,True
CLT0162,MailerSend,SMS,A2P SMS,Switzerland,2025-11-29,True
CLT0162,MailerSend,Email,Marketing Email,Germany,2025-12-02,True
CLT0163,Sinch Core,SMS,SMS API,Switzerland,2025-10-18,True
CLT0163,Sinch Core,Email,Marketing Email,Austria,2025-09-10,True
CLT0164,Sinch Engage,WhatsApp Business,WhatsApp API,Ireland,2024-09-10,True
CLT0164,Sinch Engage,SMS,P2P SMS,Ireland,2024-08-31,True
CLT0165,Sinch Core,SMS,A2P SMS,Argentina,2025-09-16,True
CLT0166,Sinch Core,SMS,SMS API,Ireland,2022-03-25,True
CLT0166,Sinch Core,Voice,Contact Center Voice,United Kingdom,2022-03-10,True
CLT0166,Sinch Core,WhatsApp Business,WhatsApp API,United Kingdom,2022-02-10,True
CLT0166,Sinch Core,Verification,Data Verification,Ireland,2022-02-15,True
CLT0167,MessageMedia,Verification,Data Verification,Sweden,2024-06-09,True
CLT0167,MessageMedia,SMS,A2P SMS,Sweden,2024-06-05,True
CLT0167,MessageMedia,Voice,Contact Center Voice,Norway,2024-06-11,True
CLT0168,Sinch Core,SMS,A2P SMS,Norway,2022-02-08,True
CLT0168,Sinch Core,Voice,Voice API,Finland,2022-01-03,True
CLT0168,Sinch Core,WhatsApp Business,WhatsApp API,Denmark,2022-01-05,True
CLT0168,Sinch Core,Verification,Flash Call Verification,Sweden,2022-01-19,True
CLT0169,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Portugal,2025-04-29,True
CLT0169,Sinch Core,Email,Transactional Email,France,2025-03-16,True
CLT0170,MailerSend,Email,Transactional Email,United Kingdom,2025-03-05,True
CLT0170,MailerSend,SMS,P2P SMS,United Kingdom,2025-03-02,True
CLT0171,Sinch Engage,Voice,SIP Trunking,United States,2023-11-04,True
CLT0171,Sinch Engage,SMS,A2P SMS,Canada,2023-11-08,True
CLT0171,Sinch Engage,WhatsApp Business,WhatsApp API,United States,2023-12-16,True
CLT0172,Sinch Core,WhatsApp Business,WhatsApp API,France,2023-09-22,True
CLT0172,Sinch Core,Email,Marketing Email,Spain,2023-09-24,True
CLT0172,Sinch Core,SMS,A2P SMS,Italy,2023-10-06,True
CLT0172,Sinch Core,Voice,Contact Center Voice,Italy,2023-09-11,True
CLT0173,MailerSend,SMS,A2P SMS,Australia,2024-12-24,True
CLT0173,MailerSend,Email,Marketing Email,India,2024-12-12,True
CLT0174,MessageMedia,Voice,Contact Center Voice,United Kingdom,2021-07-16,False
CLT0174,MessageMedia,Verification,Flash Call Verification,United Kingdom,2021-06-25,False
CLT0175,Sinch Core,Verification,Flash Call Verification,India,2025-07-03,True
CLT0175,Sinch Core,SMS,P2P SMS,Japan,2025-08-03,True
CLT0176,Sinch Engage,Email,Transactional Email,Portugal,2022-12-18,True
CLT0176,Sinch Engage,SMS,SMS API,Spain,2022-12-24,True
CLT0176,Sinch Engage,Voice,Voice API,Portugal,2022-11-30,True
CLT0177,MailerSend,Email,Transactional Email,India,2024-12-08,True
CLT0177,MailerSend,SMS,P2P SMS,Singapore,2024-11-03,True
CLT0177,MailerSend,Verification,Data Verification,Singapore,2024-11-17,True
CLT0178,Sinch Engage,WhatsApp Business,WhatsApp API,Switzerland,2024-07-04,True
CLT0178,Sinch Engage,Voice,Contact Center Voice,Germany,2024-06-08,True
CLT0178,Sinch Engage,SMS,P2P SMS,Austria,2024-07-09,True
CLT0179,MailerSend,Email,Email API,France,2024-09-07,True
CLT0179,MailerSend,WhatsApp Business,WhatsApp Business Platform,France,2024-09-29,True
CLT0179,MailerSend,SMS,SMS API,France,2024-08-13,True
CLT0180,MailerSend,Verification,Flash Call Verification,Canada,2024-05-30,True
CLT0180,MailerSend,Voice,SIP Trunking,Canada,2024-06-01,True
CLT0180,MailerSend,SMS,SMS API,United States,2024-05-24,True
CLT0181,MailerSend,Verification,Data Verification,United Kingdom,2025-07-10,True
CLT0181,MailerSend,SMS,SMS API,United Kingdom,2025-08-08,True
CLT0182,Sinch Core,SMS,P2P SMS,India,2026-03-01,True
CLT0183,MessageMedia,SMS,SMS API,Switzerland,2022-04-25,True
CLT0183,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Germany,2022-03-14,True
CLT0183,MessageMedia,Voice,SIP Trunking,Austria,2022-03-05,True
CLT0183,MessageMedia,Verification,Data Verification,Austria,2022-04-04,True
CLT0184,Sinch Core,SMS,A2P SMS,Ireland,2024-06-15,True
CLT0184,Sinch Core,Verification,2FA SMS,United Kingdom,2024-06-16,True
CLT0185,Sinch Core,Voice,SIP Trunking,Ireland,2025-02-26,True
CLT0185,Sinch Core,SMS,A2P SMS,Ireland,2025-04-05,True
CLT0186,MailerSend,Voice,Voice API,Colombia,2026-03-05,False
CLT0186,MailerSend,SMS,A2P SMS,Argentina,2026-03-19,False
CLT0187,Sinch Core,SMS,A2P SMS,India,2025-06-27,False
CLT0187,Sinch Core,Verification,2FA SMS,Singapore,2025-05-15,False
CLT0188,Sinch Core,Email,Email API,United Kingdom,2023-07-03,True
CLT0188,Sinch Core,Verification,2FA SMS,United Kingdom,2023-07-13,True
CLT0188,Sinch Core,SMS,SMS API,United Kingdom,2023-08-15,True
CLT0188,Sinch Core,Voice,SIP Trunking,United Kingdom,2023-06-21,True
CLT0189,MessageMedia,Voice,Contact Center Voice,Canada,2023-08-06,True
CLT0189,MessageMedia,SMS,SMS API,Canada,2023-08-14,True
CLT0189,MessageMedia,Verification,2FA SMS,Canada,2023-07-20,True
CLT0189,MessageMedia,Email,Email API,United States,2023-08-06,True
CLT0190,MailerSend,Verification,Flash Call Verification,Brazil,2025-09-20,True
CLT0190,MailerSend,SMS,SMS API,Argentina,2025-09-04,True
CLT0191,MailerSend,Verification,Data Verification,Germany,2024-03-02,True
CLT0191,MailerSend,SMS,P2P SMS,Austria,2024-01-18,True
CLT0191,MailerSend,WhatsApp Business,WhatsApp Business Platform,Germany,2024-02-25,True
CLT0192,MessageMedia,WhatsApp Business,WhatsApp API,Switzerland,2024-04-19,False
CLT0192,MessageMedia,Email,Transactional Email,Germany,2024-04-28,False
CLT0193,MailerSend,SMS,A2P SMS,France,2022-01-05,True
CLT0193,MailerSend,Voice,Voice API,Spain,2021-12-17,True
CLT0193,MailerSend,WhatsApp Business,WhatsApp API,Portugal,2021-12-27,True
CLT0193,MailerSend,Verification,2FA SMS,France,2021-12-20,True
CLT0194,Sinch Engage,Verification,2FA SMS,Spain,2022-12-01,True
CLT0194,Sinch Engage,Voice,SIP Trunking,Italy,2022-11-19,True
CLT0194,Sinch Engage,SMS,A2P SMS,Portugal,2022-11-03,True
CLT0194,Sinch Engage,Email,Transactional Email,Portugal,2022-11-12,True
CLT0195,Sinch Core,SMS,A2P SMS,Spain,2025-01-12,True
CLT0195,Sinch Core,Voice,SIP Trunking,Spain,2025-02-19,True
CLT0195,Sinch Core,Verification,2FA SMS,Portugal,2025-03-08,True
CLT0196,MailerSend,SMS,A2P SMS,Sweden,2022-11-16,True
CLT0196,MailerSend,Verification,Data Verification,Denmark,2022-11-19,True
CLT0197,MailerSend,SMS,A2P SMS,Portugal,2025-05-31,False
CLT0197,MailerSend,Voice,Voice API,Spain,2025-05-15,False
CLT0198,Sinch Engage,SMS,P2P SMS,Portugal,2025-04-20,True
CLT0198,Sinch Engage,Email,Email API,Spain,2025-05-01,True
CLT0199,Sinch Engage,Voice,Contact Center Voice,Brazil,2022-10-11,True
CLT0199,Sinch Engage,Email,Transactional Email,Brazil,2022-10-23,True
CLT0199,Sinch Engage,Verification,Data Verification,Mexico,2022-09-03,True
CLT0199,Sinch Engage,SMS,SMS API,Colombia,2022-10-15,True
CLT0200,MailerSend,SMS,SMS API,Canada,2024-11-02,True
CLT0200,MailerSend,WhatsApp Business,WhatsApp API,United States,2024-11-26,True
CLT0200,MailerSend,Email,Transactional Email,United States,2024-12-08,True
CLT0201,Sinch Core,Verification,Flash Call Verification,Japan,2023-01-14,True
CLT0201,Sinch Core,SMS,A2P SMS,Singapore,2023-01-21,True
CLT0201,Sinch Core,Voice,Contact Center Voice,Singapore,2023-01-30,True
CLT0201,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Japan,2023-02-20,True
CLT0202,Sinch Engage,Email,Marketing Email,United States,2024-10-20,True
CLT0203,Sinch Core,WhatsApp Business,WhatsApp API,Finland,2023-05-09,True
CLT0203,Sinch Core,Voice,Contact Center Voice,Finland,2023-05-07,True
CLT0203,Sinch Core,SMS,SMS API,Denmark,2023-05-07,True
CLT0204,Sinch Core,SMS,A2P SMS,India,2022-08-18,True
CLT0204,Sinch Core,Voice,Voice API,Japan,2022-07-24,True
CLT0204,Sinch Core,Email,Transactional Email,Japan,2022-07-15,True
CLT0204,Sinch Core,WhatsApp Business,WhatsApp API,Japan,2022-07-26,True
CLT0205,Sinch Engage,SMS,SMS API,Japan,2023-08-25,True
CLT0205,Sinch Engage,Voice,SIP Trunking,Australia,2023-09-07,True
CLT0205,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Australia,2023-09-18,True
CLT0206,Sinch Engage,SMS,SMS API,Italy,2025-11-29,True
CLT0206,Sinch Engage,Verification,Flash Call Verification,Italy,2025-11-08,True
CLT0207,MessageMedia,SMS,A2P SMS,United States,2025-07-08,True
CLT0207,MessageMedia,Verification,2FA SMS,United States,2025-06-21,True
CLT0208,MessageMedia,SMS,SMS API,Canada,2025-08-27,True
CLT0208,MessageMedia,Verification,Data Verification,United States,2025-08-23,True
CLT0209,Sinch Engage,Voice,SIP Trunking,Germany,2025-01-12,True
CLT0209,Sinch Engage,WhatsApp Business,WhatsApp API,Switzerland,2025-01-17,True
CLT0210,Sinch Engage,Email,Marketing Email,United States,2023-12-18,True
CLT0210,Sinch Engage,SMS,P2P SMS,United States,2024-01-17,True
CLT0211,MailerSend,SMS,SMS API,Portugal,2025-12-26,True
CLT0211,MailerSend,Email,Email API,Spain,2026-01-01,True
CLT0212,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Colombia,2023-09-04,True
CLT0212,Sinch Core,Voice,SIP Trunking,Argentina,2023-09-10,True
CLT0212,Sinch Core,Verification,Data Verification,Brazil,2023-10-03,True
CLT0213,Sinch Core,WhatsApp Business,WhatsApp API,Denmark,2023-07-17,True
CLT0213,Sinch Core,Verification,2FA SMS,Finland,2023-05-27,True
CLT0213,Sinch Core,SMS,A2P SMS,Sweden,2023-06-04,True
CLT0214,MailerSend,Verification,Data Verification,Ireland,2023-01-03,True
CLT0214,MailerSend,Email,Marketing Email,Ireland,2023-01-18,True
CLT0214,MailerSend,Voice,Voice API,Ireland,2023-01-31,True
CLT0214,MailerSend,SMS,SMS API,Ireland,2023-01-07,True
CLT0215,MessageMedia,Verification,Data Verification,Switzerland,2023-09-20,True
CLT0215,MessageMedia,Voice,Contact Center Voice,Germany,2023-11-15,True
CLT0215,MessageMedia,SMS,A2P SMS,Germany,2023-09-21,True
CLT0215,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Germany,2023-09-23,True
CLT0216,Sinch Engage,SMS,P2P SMS,Japan,2023-09-12,True
CLT0216,Sinch Engage,Verification,Flash Call Verification,Australia,2023-10-02,True
CLT0216,Sinch Engage,Voice,Voice API,Australia,2023-08-31,True
CLT0217,MailerSend,SMS,SMS API,Mexico,2025-09-15,True
CLT0217,MailerSend,Email,Email API,Argentina,2025-10-05,True
CLT0218,MessageMedia,SMS,P2P SMS,Finland,2025-04-12,True
CLT0218,MessageMedia,Voice,SIP Trunking,Denmark,2025-04-14,True
CLT0218,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Denmark,2025-04-20,True
CLT0219,Sinch Core,WhatsApp Business,WhatsApp API,Australia,2024-01-30,True
CLT0219,Sinch Core,Voice,SIP Trunking,Australia,2023-12-20,True
CLT0219,Sinch Core,Verification,Flash Call Verification,Australia,2023-12-24,True
CLT0220,MailerSend,Verification,2FA SMS,United States,2025-08-01,True
CLT0220,MailerSend,SMS,P2P SMS,United States,2025-08-06,True
CLT0221,MailerSend,Voice,SIP Trunking,France,2025-02-20,True
CLT0221,MailerSend,SMS,A2P SMS,Italy,2025-01-25,True
CLT0222,MailerSend,SMS,A2P SMS,Singapore,2025-05-21,True
CLT0222,MailerSend,Email,Marketing Email,Singapore,2025-05-18,True
CLT0223,MailerSend,Voice,SIP Trunking,Switzerland,2024-05-04,True
CLT0223,MailerSend,Verification,2FA SMS,Austria,2024-04-20,True
CLT0223,MailerSend,SMS,A2P SMS,Switzerland,2024-05-31,True
CLT0224,MessageMedia,Voice,Contact Center Voice,Finland,2024-05-08,True
CLT0224,MessageMedia,SMS,SMS API,Finland,2024-04-23,True
CLT0224,MessageMedia,Verification,Flash Call Verification,Sweden,2024-04-25,True
CLT0225,MessageMedia,SMS,A2P SMS,India,2024-01-18,True
CLT0225,MessageMedia,Voice,Contact Center Voice,Singapore,2024-02-14,True
CLT0225,MessageMedia,WhatsApp Business,WhatsApp API,Japan,2024-01-10,True
CLT0225,MessageMedia,Verification,Flash Call Verification,Australia,2023-12-17,True
CLT0226,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Argentina,2024-04-18,True
CLT0226,MessageMedia,Verification,Data Verification,Colombia,2024-04-11,True
CLT0226,MessageMedia,SMS,P2P SMS,Brazil,2024-04-08,True
CLT0226,MessageMedia,Voice,Contact Center Voice,Brazil,2024-03-26,True
CLT0227,Sinch Core,Voice,Contact Center Voice,Canada,2025-01-30,True
CLT0227,Sinch Core,Verification,Flash Call Verification,Canada,2025-02-26,True
CLT0228,MailerSend,SMS,A2P SMS,Brazil,2025-09-07,True
CLT0229,MessageMedia,SMS,A2P SMS,Brazil,2021-12-17,True
CLT0229,MessageMedia,Email,Email API,Mexico,2021-11-22,True
CLT0229,MessageMedia,Verification,2FA SMS,Argentina,2021-11-05,True
CLT0229,MessageMedia,Voice,Voice API,Mexico,2021-12-16,True
CLT0230,MessageMedia,WhatsApp Business,WhatsApp API,Sweden,2022-11-04,True
CLT0230,MessageMedia,SMS,P2P SMS,Denmark,2022-11-19,True
CLT0231,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,United States,2023-06-25,True
CLT0231,Sinch Engage,Email,Transactional Email,Canada,2023-07-12,True
CLT0231,Sinch Engage,Voice,SIP Trunking,United States,2023-06-03,True
CLT0231,Sinch Engage,SMS,P2P SMS,United States,2023-05-24,True
CLT0232,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Argentina,2025-03-19,True
CLT0232,Sinch Engage,Email,Transactional Email,Colombia,2025-04-02,True
CLT0233,MailerSend,SMS,SMS API,India,2025-10-22,True
CLT0233,MailerSend,Verification,Flash Call Verification,Australia,2025-11-24,True
CLT0234,Sinch Core,Voice,Contact Center Voice,United Kingdom,2023-11-26,True
CLT0234,Sinch Core,SMS,SMS API,Ireland,2023-12-26,True
CLT0235,Sinch Engage,Voice,Contact Center Voice,Denmark,2024-09-07,True
CLT0235,Sinch Engage,SMS,SMS API,Finland,2024-07-18,True
CLT0235,Sinch Engage,Verification,Flash Call Verification,Denmark,2024-07-30,True
CLT0236,Sinch Engage,WhatsApp Business,WhatsApp API,Finland,2023-07-23,True
CLT0236,Sinch Engage,SMS,P2P SMS,Norway,2023-08-25,True
CLT0236,Sinch Engage,Voice,Contact Center Voice,Sweden,2023-08-13,True
CLT0237,Sinch Core,Email,Marketing Email,Singapore,2023-02-24,True
CLT0237,Sinch Core,WhatsApp Business,WhatsApp API,Japan,2023-03-08,True
CLT0237,Sinch Core,Voice,SIP Trunking,Australia,2023-03-26,True
CLT0237,Sinch Core,SMS,P2P SMS,Australia,2023-04-17,True
CLT0238,MessageMedia,Verification,Flash Call Verification,Spain,2023-06-07,True
CLT0238,MessageMedia,SMS,P2P SMS,Spain,2023-06-19,True
CLT0238,MessageMedia,Email,Email API,Portugal,2023-05-07,True
CLT0238,MessageMedia,Voice,SIP Trunking,Portugal,2023-05-30,True
CLT0239,Sinch Engage,Verification,Flash Call Verification,Italy,2023-12-10,True
CLT0239,Sinch Engage,Voice,SIP Trunking,Portugal,2023-11-05,True
CLT0240,Sinch Core,Email,Email API,Japan,2022-11-10,True
CLT0240,Sinch Core,Verification,Data Verification,India,2022-10-23,True
CLT0240,Sinch Core,SMS,A2P SMS,Singapore,2022-11-22,True
CLT0240,Sinch Core,Voice,Voice API,Australia,2022-12-12,True
CLT0241,MessageMedia,SMS,P2P SMS,Argentina,2025-01-03,True
CLT0241,MessageMedia,Voice,Voice API,Brazil,2025-01-06,True
CLT0241,MessageMedia,Verification,Data Verification,Mexico,2024-12-24,True
CLT0242,Sinch Engage,SMS,SMS API,Italy,2024-03-14,True
CLT0242,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Spain,2024-02-01,True
CLT0242,Sinch Engage,Verification,Data Verification,Spain,2024-01-25,True
CLT0243,Sinch Engage,Voice,Contact Center Voice,Sweden,2023-06-20,True
CLT0243,Sinch Engage,SMS,P2P SMS,Norway,2023-05-02,True
CLT0243,Sinch Engage,Email,Transactional Email,Norway,2023-05-28,True
CLT0244,MailerSend,Verification,Flash Call Verification,Germany,2025-03-10,True
CLT0245,MessageMedia,Email,Email API,Germany,2026-01-23,True
CLT0245,MessageMedia,SMS,A2P SMS,Germany,2026-01-09,True
CLT0246,Sinch Engage,Verification,2FA SMS,Sweden,2024-09-16,True
CLT0246,Sinch Engage,Voice,SIP Trunking,Norway,2024-09-22,True
CLT0246,Sinch Engage,SMS,SMS API,Finland,2024-09-29,True
CLT0247,MessageMedia,Email,Transactional Email,Australia,2025-09-24,True
CLT0247,MessageMedia,SMS,P2P SMS,Japan,2025-09-17,True
CLT0248,MailerSend,SMS,SMS API,United Kingdom,2026-01-15,False
CLT0249,MessageMedia,Email,Marketing Email,United Kingdom,2025-05-26,True
CLT0249,MessageMedia,SMS,SMS API,Ireland,2025-04-18,True
CLT0250,Sinch Core,SMS,A2P SMS,United States,2024-09-08,True
CLT0250,Sinch Core,Voice,SIP Trunking,Canada,2024-08-24,True
CLT0250,Sinch Core,WhatsApp Business,WhatsApp API,United States,2024-07-29,True
CLT0251,MailerSend,Verification,Data Verification,Ireland,2024-12-27,True
CLT0251,MailerSend,Email,Email API,United Kingdom,2024-12-12,True
CLT0252,MessageMedia,SMS,SMS API,Ireland,2026-02-16,False
CLT0252,MessageMedia,Verification,Data Verification,United Kingdom,2026-03-06,False
CLT0253,Sinch Engage,Email,Marketing Email,United States,2025-04-08,True
CLT0253,Sinch Engage,Verification,Data Verification,United States,2025-04-03,True
CLT0254,MailerSend,Email,Marketing Email,Canada,2023-06-05,True
CLT0254,MailerSend,Voice,Voice API,United States,2023-05-12,True
CLT0255,Sinch Engage,Verification,Flash Call Verification,United Kingdom,2023-07-08,True
CLT0255,Sinch Engage,Voice,SIP Trunking,United Kingdom,2023-07-07,True
CLT0256,MessageMedia,SMS,SMS API,Colombia,2025-12-10,True
CLT0257,MessageMedia,Voice,Contact Center Voice,Austria,2022-08-04,True
CLT0257,MessageMedia,SMS,SMS API,Austria,2022-08-02,True
CLT0257,MessageMedia,Email,Transactional Email,Switzerland,2022-09-09,True
CLT0258,MailerSend,SMS,SMS API,Japan,2023-06-17,True
CLT0258,MailerSend,WhatsApp Business,WhatsApp API,India,2023-05-13,True
CLT0258,MailerSend,Verification,Data Verification,Japan,2023-05-31,True
CLT0259,MessageMedia,Email,Transactional Email,India,2024-06-19,True
CLT0259,MessageMedia,SMS,A2P SMS,Australia,2024-08-01,True
CLT0259,MessageMedia,Verification,Data Verification,Japan,2024-08-04,True
CLT0260,MessageMedia,Email,Transactional Email,Germany,2024-01-14,True
CLT0260,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Austria,2023-12-31,True
CLT0261,MailerSend,Email,Transactional Email,Italy,2025-04-13,True
CLT0261,MailerSend,Verification,Data Verification,France,2025-04-25,True
CLT0262,MessageMedia,SMS,SMS API,Denmark,2025-02-27,True
CLT0262,MessageMedia,Verification,Flash Call Verification,Denmark,2025-03-06,True
CLT0262,MessageMedia,Voice,SIP Trunking,Norway,2025-02-15,True
CLT0263,MailerSend,SMS,P2P SMS,Finland,2025-06-07,True
CLT0263,MailerSend,Verification,2FA SMS,Finland,2025-05-18,True
CLT0264,MessageMedia,Voice,SIP Trunking,Switzerland,2022-09-15,True
CLT0264,MessageMedia,Verification,2FA SMS,Switzerland,2022-09-18,True
CLT0265,Sinch Engage,Verification,Flash Call Verification,Denmark,2023-05-22,True
CLT0265,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Finland,2023-05-16,True
CLT0265,Sinch Engage,SMS,A2P SMS,Norway,2023-05-30,True
CLT0266,MessageMedia,Email,Transactional Email,Spain,2023-08-19,True
CLT0266,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Portugal,2023-07-19,True
CLT0266,MessageMedia,SMS,P2P SMS,Portugal,2023-06-20,True
CLT0266,MessageMedia,Voice,Contact Center Voice,Portugal,2023-07-27,True
CLT0267,Sinch Core,Voice,SIP Trunking,United Kingdom,2025-03-15,True
CLT0267,Sinch Core,Verification,2FA SMS,United Kingdom,2025-04-16,True
CLT0267,Sinch Core,SMS,A2P SMS,Ireland,2025-03-23,True
CLT0268,MailerSend,SMS,SMS API,Argentina,2024-11-26,True
CLT0268,MailerSend,Verification,Data Verification,Colombia,2024-11-27,True
CLT0269,Sinch Engage,WhatsApp Business,WhatsApp Business Platform,Germany,2023-05-04,True
CLT0269,Sinch Engage,SMS,A2P SMS,Germany,2023-05-21,True
CLT0269,Sinch Engage,Voice,SIP Trunking,Switzerland,2023-05-11,True
CLT0269,Sinch Engage,Verification,Data Verification,Switzerland,2023-06-19,True
CLT0270,Sinch Core,SMS,SMS API,Singapore,2023-07-11,True
CLT0270,Sinch Core,Email,Transactional Email,Japan,2023-06-12,True
CLT0270,Sinch Core,Voice,Voice API,Australia,2023-07-13,True
CLT0270,Sinch Core,Verification,Data Verification,India,2023-06-05,True
CLT0271,MailerSend,Verification,Data Verification,United States,2025-02-11,False
CLT0271,MailerSend,SMS,P2P SMS,Canada,2025-03-31,False
CLT0272,MailerSend,SMS,SMS API,Ireland,2025-03-07,True
CLT0272,MailerSend,Verification,Data Verification,Ireland,2025-03-22,True
CLT0273,Sinch Core,SMS,SMS API,Ireland,2024-06-08,False
CLT0273,Sinch Core,Voice,Voice API,United Kingdom,2024-06-27,False
CLT0273,Sinch Core,Verification,Data Verification,Ireland,2024-06-19,False
CLT0274,Sinch Engage,Verification,Flash Call Verification,Australia,2026-02-04,True
CLT0275,MessageMedia,Verification,Data Verification,Argentina,2022-10-05,True
CLT0275,MessageMedia,SMS,A2P SMS,Colombia,2022-10-12,True
CLT0276,Sinch Engage,SMS,A2P SMS,United States,2026-04-04,True
CLT0277,Sinch Core,WhatsApp Business,WhatsApp API,United States,2025-04-29,True
CLT0277,Sinch Core,Email,Transactional Email,United States,2025-03-24,True
CLT0277,Sinch Core,SMS,A2P SMS,Canada,2025-04-24,True
CLT0278,MessageMedia,Email,Email API,United Kingdom,2024-06-04,False
CLT0278,MessageMedia,SMS,P2P SMS,Ireland,2024-06-09,False
CLT0279,Sinch Core,WhatsApp Business,WhatsApp Business Platform,Italy,2024-08-12,True
CLT0279,Sinch Core,SMS,P2P SMS,Spain,2024-07-13,True
CLT0280,MessageMedia,WhatsApp Business,WhatsApp API,United Kingdom,2025-02-27,True
CLT0281,MessageMedia,WhatsApp Business,WhatsApp Business Platform,Singapore,2022-12-14,True
CLT0281,MessageMedia,SMS,P2P SMS,Singapore,2022-12-22,True
CLT0282,Sinch Engage,SMS,P2P SMS,Singapore,2025-07-16,True
CLT0282,Sinch Engage,Voice,SIP Trunking,Japan,2025-06-17,True
CLT0283,MailerSend,SMS,P2P SMS,United Kingdom,2025-07-30,False
CLT0283,MailerSend,Voice,SIP Trunking,Ireland,2025-07-14,False
CLT0284,MessageMedia,Verification,Data Verification,Italy,2023-05-28,True
CLT0284,MessageMedia,WhatsApp Business,WhatsApp API,Spain,2023-06-12,True
CLT0285,Sinch Engage,Verification,Flash Call Verification,India,2023-10-20,True
CLT0285,Sinch Engage,SMS,SMS API,Japan,2023-10-22,True
CLT0285,Sinch Engage,WhatsApp Business,WhatsApp API,Singapore,2023-10-08,True
CLT0285,Sinch Engage,Voice,Voice API,Singapore,2023-10-08,True
