client_id,month,client_segment,client_region,industry_vertical,tenure_months,active_products_count,product_lines,total_revenue_sek,total_gp_sek,gp_margin,total_volume,mom_revenue_growth,nps_score_proxy,support_tickets_30d,days_since_last_contact,contract_type,months_to_renewal,churned,nba_label,ltv_12m_estimate_sek
CLT0139,2023-11,Mid-Market,DACH,Healthcare,27,3,WhatsApp Business|Voice|SMS,232758.72,123202.18,0.529,2653219,0.023,7.5,1,4,Multi-year,3,False,Nurture,2857346.05
CLT0140,2023-01,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,288178.84,140651.09,0.488,6661233,0.0,5.6,3,80,Annual,2,False,Retain,3458146.08
CLT0140,2023-03,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,154822.44,78198.15,0.505,3585387,-0.4628,5.6,2,90,Annual,12,False,Retain,1857869.28
CLT0140,2023-04,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,157335.16,87733.86,0.558,3641107,0.0162,5.6,3,27,Annual,9,False,Retain,1918607.88
CLT0140,2023-05,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,309587.0,130686.34,0.422,7144148,0.9677,5.6,0,11,Annual,4,False,Retain,7310092.08
CLT0140,2023-06,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,154727.48,63125.13,0.408,3563017,-0.5002,5.6,2,6,Annual,2,False,Retain,1856729.76
CLT0140,2023-07,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,169564.36,64805.66,0.382,3930006,0.0959,5.6,2,38,Annual,10,False,Retain,2229906.99
CLT0140,2023-08,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,174265.92,73237.43,0.42,4058789,0.0277,5.6,3,40,Annual,9,False,Retain,2149117.03
CLT0140,2023-09,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,178853.6,100822.62,0.564,4171495,0.0263,5.6,2,5,Annual,3,False,Retain,2202689.4
CLT0140,2023-10,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,190149.16,89295.63,0.47,4465315,0.0632,5.6,3,80,Annual,9,False,Retain,2425999.04
CLT0140,2023-11,Mid-Market,APAC,Gaming & Entertainment,6,2,SMS|Verification,190069.04,75394.66,0.397,4460985,-0.0004,5.6,5,78,Annual,1,False,Retain,2280828.48
CLT0141,2023-01,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,390672.51,197576.99,0.506,6338169,0.0,8.5,4,72,Annual,9,False,Expand,4688070.12
CLT0141,2023-03,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,216386.86,95560.21,0.442,3548005,-0.4461,8.5,3,83,Annual,9,False,Retain,2596642.32
CLT0141,2023-04,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,222769.79,106377.42,0.478,3596207,0.0295,8.5,1,9,Annual,10,False,Expand,2752097.99
CLT0141,2023-05,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,471751.3,230758.01,0.489,7725836,1.1177,8.5,1,49,Annual,11,False,Upsell,11988332.74
CLT0141,2023-06,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,259522.27,115932.36,0.447,4376426,-0.4499,8.5,3,53,Annual,5,False,Retain,3114267.24
CLT0141,2023-07,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,271360.19,148847.99,0.549,4540411,0.0456,8.5,2,47,Annual,3,False,Upsell,3404810.58
CLT0141,2023-08,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,280631.43,126762.91,0.452,4588409,0.0342,8.5,2,25,Annual,2,False,Upsell,3482748.3
CLT0141,2023-09,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,297834.73,135763.55,0.456,4927768,0.0613,8.5,2,74,Annual,2,False,Upsell,3793103.99
CLT0141,2023-10,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,309017.55,150656.04,0.488,5010511,0.0375,8.5,2,87,Annual,10,False,Upsell,3847268.5
CLT0141,2023-11,Enterprise,Southern Europe,Fintech,44,3,SMS|WhatsApp Business|Voice,322763.62,153475.37,0.476,5210864,0.0445,8.5,1,76,Annual,1,False,Upsell,4045519.21
CLT0142,2023-01,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,585298.35,259083.05,0.443,13920266,0.0,9.7,1,66,Multi-year,3,False,Expand,7023580.2
CLT0142,2023-03,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,289024.48,123441.85,0.427,7093148,-0.5062,9.7,2,9,Multi-year,11,False,Retain,3468293.76
CLT0142,2023-04,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,283317.22,145124.42,0.512,6849828,-0.0197,9.7,4,28,Multi-year,4,False,Nurture,3399806.64
CLT0142,2023-05,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,598622.17,289126.63,0.483,14417300,1.1129,9.7,3,42,Multi-year,7,False,Upsell,15177945.4
CLT0142,2023-06,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,296728.86,126872.45,0.428,7524810,-0.5043,9.7,0,72,Multi-year,12,False,Retain,3560746.32
CLT0142,2023-07,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,284671.71,141643.79,0.498,7728368,-0.0406,9.7,4,90,Multi-year,4,False,Nurture,3416060.52
CLT0142,2023-08,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,277685.68,128118.19,0.461,7709978,-0.0245,9.7,1,13,Multi-year,8,False,Nurture,3332228.16
CLT0142,2023-09,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,276886.68,132944.2,0.48,7833361,-0.0029,9.7,3,20,Multi-year,4,False,Nurture,3322640.16
CLT0142,2023-10,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,277207.06,148242.79,0.535,7852076,0.0012,9.7,3,56,Multi-year,11,False,Expand,3330476.5
CLT0142,2023-11,Enterprise,UK & Ireland,Technology & SaaS,50,3,Verification|Email|Voice,290375.17,124202.27,0.428,7973324,0.0475,9.7,1,52,Multi-year,8,False,Upsell,3650015.89
CLT0143,2023-01,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,117950.5,63555.47,0.539,6346802,0.0,6.5,2,7,Annual,5,False,Nurture,1415406.0
CLT0143,2023-03,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,61739.12,23228.52,0.376,3380333,-0.4766,6.5,4,90,Annual,2,False,Retain,740869.44
CLT0143,2023-04,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,57619.41,24356.86,0.423,3311411,-0.0667,6.5,4,62,Annual,2,False,Retain,691432.92
CLT0143,2023-05,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,114106.48,49068.03,0.43,6716606,0.9803,6.5,2,2,Annual,11,False,Nurture,2711580.75
CLT0143,2023-06,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,55727.04,22991.89,0.413,3427144,-0.5116,6.5,0,28,Annual,12,False,Retain,668724.48
CLT0143,2023-07,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,58651.82,32720.35,0.558,3523894,0.0525,6.5,3,71,Annual,10,False,Nurture,740772.49
CLT0143,2023-08,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,57625.72,29905.3,0.519,3576435,-0.0175,6.5,1,12,Annual,10,False,Nurture,691508.64
CLT0143,2023-09,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,58045.59,29814.47,0.514,3721175,0.0073,6.5,1,15,Annual,9,False,Nurture,701631.87
CLT0143,2023-10,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,60429.15,25850.89,0.428,4069723,0.0411,6.5,0,62,Annual,5,False,Nurture,754953.46
CLT0143,2023-11,Mid-Market,North America,Retail & E-commerce,19,2,SMS|Email,60023.37,23927.85,0.399,4226204,-0.0067,6.5,5,5,Annual,6,False,Retain,720280.44
CLT0144,2023-01,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,169896.76,77265.16,0.455,3705035,0.0,5.9,4,4,Annual,2,False,Retain,2038761.12
CLT0144,2023-03,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,83487.76,35329.7,0.423,1784532,-0.5086,5.9,3,31,Annual,12,False,Retain,1001853.12
CLT0144,2023-04,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,84274.6,33425.49,0.397,1790167,0.0094,5.9,4,27,Annual,3,False,Retain,1020801.37
CLT0144,2023-05,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,167175.32,71499.8,0.428,3519799,0.9837,5.9,1,3,Annual,4,False,Retain,3979508.19
CLT0144,2023-06,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,85676.6,39388.65,0.46,1756621,-0.4875,5.9,1,35,Annual,5,False,Retain,1028119.2
CLT0144,2023-07,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,86194.52,42936.42,0.498,1768450,0.006,5.9,3,76,Annual,6,False,Retain,1040540.25
CLT0144,2023-08,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,87426.92,42363.19,0.485,1788176,0.0143,5.9,2,56,Annual,1,False,Retain,1064125.5
CLT0144,2023-09,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,90081.48,37563.57,0.417,1829708,0.0304,5.9,1,64,Annual,2,False,Retain,1113839.48
CLT0144,2023-10,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,92637.0,44619.14,0.482,1864098,0.0284,5.9,2,33,Annual,9,False,Retain,1143214.69
CLT0144,2023-11,Mid-Market,Nordics,Healthcare,8,2,SMS|Verification,94072.16,40145.46,0.427,1861953,0.0155,5.9,2,61,Annual,7,False,Retain,1146363.34
CLT0145,2023-01,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,157967.68,82372.35,0.521,3530820,0.0,8.1,2,118,Multi-year,1,True,Retain,1895612.16
CLT0145,2023-03,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,71620.44,35848.91,0.501,1578081,-0.5466,8.1,3,156,Multi-year,8,True,Retain,859445.28
CLT0145,2023-04,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,67437.64,37185.66,0.551,1478789,-0.0584,8.1,9,118,Multi-year,12,True,Retain,809251.68
CLT0145,2023-05,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,129349.16,58638.52,0.453,2856527,0.9181,8.1,3,69,Multi-year,6,True,Retain,2977255.49
CLT0145,2023-06,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,58953.92,28990.76,0.492,1292268,-0.5442,8.1,5,147,Multi-year,3,True,Retain,707447.04
CLT0145,2023-07,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,58523.6,33660.69,0.575,1282846,-0.0073,8.1,5,87,Multi-year,2,True,Retain,702283.2
CLT0145,2023-08,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,55543.6,32374.78,0.583,1219692,-0.0509,8.1,3,126,Multi-year,12,True,Retain,666523.2
CLT0145,2023-09,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,54085.44,22537.75,0.417,1190984,-0.0263,8.1,5,83,Multi-year,2,True,Retain,649025.28
CLT0145,2023-10,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,51028.36,19800.21,0.388,1121485,-0.0565,8.1,4,130,Multi-year,1,True,Retain,612340.32
CLT0145,2023-11,Enterprise,Nordics,Retail & E-commerce,45,2,SMS|Voice,46532.88,19838.34,0.426,1021996,-0.0881,8.1,4,80,Multi-year,11,True,Retain,558394.56
CLT0146,2023-01,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,139625.37,65006.4,0.466,7819914,0.0,8.7,2,157,Monthly,11,True,Retain,1675504.44
CLT0146,2023-03,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,61373.14,29143.92,0.475,3346547,-0.5604,8.7,3,158,Monthly,12,True,Retain,736477.68
CLT0146,2023-04,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,57397.88,23603.25,0.411,3253346,-0.0648,8.7,6,49,Monthly,2,True,Retain,688774.56
CLT0146,2023-05,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,107124.66,45888.65,0.428,6618591,0.8664,8.7,4,44,Monthly,6,True,Retain,2399249.59
CLT0146,2023-06,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,52849.02,21083.31,0.399,3042918,-0.5067,8.7,0,142,Monthly,1,True,Retain,634188.24
CLT0146,2023-07,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,49391.85,24144.17,0.489,2955344,-0.0654,8.7,4,78,Monthly,10,True,Retain,592702.2
CLT0146,2023-08,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,47018.55,22695.22,0.483,2744900,-0.0481,8.7,1,127,Monthly,4,True,Retain,564222.6
CLT0146,2023-09,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,45606.36,20909.01,0.458,2677955,-0.03,8.7,5,45,Monthly,7,True,Retain,547276.32
CLT0146,2023-10,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,44062.69,17047.04,0.387,2378377,-0.0338,8.7,5,132,Monthly,8,True,Retain,528752.28
CLT0146,2023-11,Mid-Market,Southern Europe,Retail & E-commerce,22,2,WhatsApp Business|Email,40176.88,20584.14,0.512,2127575,-0.0882,8.7,6,35,Monthly,1,True,Retain,482122.56
CLT0147,2023-01,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,136064.82,73316.78,0.539,12132268,0.0,6.1,1,45,Multi-year,10,False,Nurture,1632777.84
CLT0147,2023-03,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,65822.71,32100.01,0.488,5973385,-0.5162,6.1,2,78,Multi-year,5,False,Retain,789872.52
CLT0147,2023-04,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,65363.31,32352.35,0.495,6121059,-0.007,6.1,0,52,Multi-year,10,False,Nurture,784359.72
CLT0147,2023-05,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,138628.8,71175.8,0.513,13064022,1.1209,6.1,1,51,Multi-year,7,False,Nurture,3528213.86
CLT0147,2023-06,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,72079.99,34628.41,0.48,7049121,-0.4801,6.1,1,88,Multi-year,10,False,Retain,864959.88
CLT0147,2023-07,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,74312.51,34695.04,0.467,7246852,0.031,6.1,1,32,Multi-year,12,False,Nurture,919394.37
CLT0147,2023-08,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,74495.04,38539.97,0.517,7045219,0.0025,6.1,3,18,Multi-year,4,False,Nurture,896175.33
CLT0147,2023-09,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,77072.42,38340.72,0.497,7446273,0.0346,6.1,0,28,Multi-year,12,False,Nurture,956869.51
CLT0147,2023-10,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,76412.93,39766.57,0.52,7353658,-0.0086,6.1,0,60,Multi-year,1,False,Nurture,916955.16
CLT0147,2023-11,Mid-Market,North America,Gaming & Entertainment,18,2,Email|SMS,77457.74,32924.01,0.425,7634692,0.0137,6.1,1,4,Multi-year,8,False,Nurture,942226.93
CLT0148,2023-01,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,342666.74,167072.85,0.488,5309661,0.0,7.3,3,14,Monthly,12,False,Nurture,4112000.88
CLT0148,2023-03,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,175732.64,76578.9,0.436,2654667,-0.4872,7.3,5,88,Monthly,6,False,Retain,2108791.68
CLT0148,2023-04,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,182790.94,74638.74,0.408,2715732,0.0402,7.3,3,67,Monthly,1,False,Upsell,2281669.63
CLT0148,2023-05,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,383254.86,206712.08,0.539,5724088,1.0967,7.3,2,4,Monthly,10,False,Upsell,9642845.58
CLT0148,2023-06,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,201474.25,93265.29,0.463,3062402,-0.4743,7.3,1,64,Monthly,2,False,Retain,2417691.0
CLT0148,2023-07,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,202639.57,99635.42,0.492,3058191,0.0058,7.3,5,36,Monthly,11,False,Retain,2445778.55
CLT0148,2023-08,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,213295.85,108017.15,0.506,3268989,0.0526,7.3,0,7,Monthly,9,False,Upsell,2694182.54
CLT0148,2023-09,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,225518.14,106458.63,0.472,3410485,0.0573,7.3,2,54,Monthly,4,False,Upsell,2861283.95
CLT0148,2023-10,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,231942.46,103898.39,0.448,3544989,0.0285,7.3,2,32,Monthly,3,False,Nurture,2862633.84
CLT0148,2023-11,Mid-Market,UK & Ireland,Logistics,35,3,WhatsApp Business|SMS|Verification,240478.13,111482.92,0.464,3661466,0.0368,7.3,4,28,Monthly,5,False,Upsell,2991932.7
CLT0149,2023-01,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,142778.88,73559.24,0.515,1874216,0.0,8.1,4,28,Annual,1,False,Nurture,1713346.56
CLT0149,2023-03,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,76521.32,41393.49,0.541,979745,-0.4641,8.1,1,52,Annual,6,False,Retain,918255.84
CLT0149,2023-04,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,83058.32,41715.97,0.502,1046350,0.0854,8.1,4,69,Annual,8,False,Upsell,1081818.01
CLT0149,2023-05,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,174285.28,85537.86,0.491,2124164,1.0983,8.1,0,38,Annual,5,False,Upsell,4388433.64
CLT0149,2023-06,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,89621.36,39629.01,0.442,1083780,-0.4858,8.1,2,90,Annual,9,False,Retain,1075456.32
CLT0149,2023-07,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,92807.92,36309.85,0.391,1139090,0.0356,8.1,3,89,Annual,9,False,Upsell,1153342.58
CLT0149,2023-08,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,91904.2,49103.09,0.534,1134249,-0.0097,8.1,2,71,Annual,4,False,Nurture,1102850.4
CLT0149,2023-09,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,93592.44,47356.52,0.506,1122641,0.0184,8.1,3,80,Annual,11,False,Nurture,1143774.49
CLT0149,2023-10,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,96371.6,41756.79,0.433,1124688,0.0297,8.1,2,22,Annual,4,False,Nurture,1190806.04
CLT0149,2023-11,Mid-Market,LATAM,Logistics,6,2,SMS|Voice,101516.4,45937.32,0.453,1173900,0.0534,8.1,4,60,Annual,6,False,Upsell,1283248.51
CLT0150,2023-01,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,619436.24,288796.46,0.466,9457364,0.0,9.5,3,77,Annual,12,False,Expand,7433234.88
CLT0150,2023-03,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,299756.2,135788.97,0.453,4554301,-0.5161,9.5,3,1,Annual,10,False,Retain,3597074.4
CLT0150,2023-04,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,286211.25,121383.74,0.424,4407139,-0.0452,9.5,2,64,Annual,3,False,Nurture,3434535.0
CLT0150,2023-05,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,589543.75,300437.41,0.51,9068333,1.0598,9.5,1,19,Annual,9,False,Expand,14572106.6
CLT0150,2023-06,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,291610.11,117178.73,0.402,4473603,-0.5054,9.5,7,42,Annual,9,False,Retain,3499321.32
CLT0150,2023-07,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,299977.49,142848.94,0.476,4561810,0.0287,9.5,1,89,Annual,3,False,Expand,3703042.13
CLT0150,2023-08,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,285573.03,167815.77,0.588,4328612,-0.048,9.5,0,88,Annual,6,False,Nurture,3426876.36
CLT0150,2023-09,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,291126.24,118910.06,0.408,4471747,0.0194,9.5,0,71,Annual,6,False,Expand,3561289.07
CLT0150,2023-10,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,289459.05,139256.07,0.481,4455088,-0.0057,9.5,2,36,Annual,6,False,Nurture,3473508.6
CLT0150,2023-11,Enterprise,APAC,Healthcare,55,4,Voice|WhatsApp Business|Verification|SMS,298551.06,116272.58,0.389,4635848,0.0314,9.5,0,41,Annual,2,False,Expand,3695106.76
CLT0151,2023-01,SMB,Nordics,Fintech,7,1,SMS,81219.36,37444.44,0.461,2030484,0.0,6.4,3,28,Annual,10,False,Nurture,974632.32
CLT0151,2023-03,SMB,Nordics,Fintech,7,1,SMS,39774.96,18250.45,0.459,994374,-0.5103,6.4,1,15,Annual,10,False,Retain,477299.52
CLT0151,2023-04,SMB,Nordics,Fintech,7,1,SMS,41710.84,22844.32,0.548,1042771,0.0487,6.4,2,54,Annual,1,False,Nurture,524905.89
CLT0151,2023-05,SMB,Nordics,Fintech,7,1,SMS,83810.44,37217.63,0.444,2095261,1.0093,6.4,1,28,Annual,5,False,Nurture,2020803.81
CLT0151,2023-06,SMB,Nordics,Fintech,7,1,SMS,42643.44,16167.33,0.379,1066086,-0.4912,6.4,2,67,Annual,3,False,Retain,511721.28
CLT0151,2023-07,SMB,Nordics,Fintech,7,1,SMS,39853.92,15232.03,0.382,996348,-0.0654,6.4,2,31,Annual,7,False,Retain,478247.04
CLT0151,2023-08,SMB,Nordics,Fintech,7,1,SMS,39487.72,21523.84,0.545,987193,-0.0092,6.4,4,64,Annual,9,False,Nurture,473852.64
CLT0151,2023-09,SMB,Nordics,Fintech,7,1,SMS,38163.28,13528.59,0.354,954082,-0.0335,6.4,1,72,Annual,4,False,Nurture,457959.36
CLT0151,2023-10,SMB,Nordics,Fintech,7,1,SMS,38734.96,13965.49,0.361,968374,0.015,6.4,2,71,Annual,12,False,Nurture,471791.81
CLT0151,2023-11,SMB,Nordics,Fintech,7,1,SMS,37418.28,14901.26,0.398,935457,-0.034,6.4,2,63,Annual,4,False,Nurture,449019.36
CLT0152,2023-01,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,276471.21,126156.81,0.456,15697986,0.0,9.1,3,51,Annual,10,False,Nurture,3317654.52
CLT0152,2023-03,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,146979.76,61708.5,0.42,7924926,-0.4684,9.1,0,82,Annual,4,False,Retain,1763757.12
CLT0152,2023-04,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,149011.63,67815.41,0.455,8109140,0.0138,9.1,3,19,Annual,4,False,Nurture,1812815.89
CLT0152,2023-05,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,312063.97,150100.76,0.481,16750669,1.0942,9.1,3,69,Annual,1,False,Nurture,7842292.39
CLT0152,2023-06,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,164904.44,89396.48,0.542,7894241,-0.4716,9.1,1,5,Annual,5,False,Retain,1978853.28
CLT0152,2023-07,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,164247.06,86107.03,0.524,7873287,-0.004,9.1,2,89,Annual,4,False,Nurture,1970964.72
CLT0152,2023-08,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,172443.75,79565.68,0.461,8043390,0.0499,9.1,1,53,Annual,5,False,Nurture,2172584.32
CLT0152,2023-09,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,183462.74,77492.97,0.422,8238350,0.0639,9.1,0,57,Annual,6,False,Nurture,2342232.11
CLT0152,2023-10,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,186980.91,95252.07,0.509,8203725,0.0192,9.1,3,67,Annual,5,False,Nurture,2286851.32
CLT0152,2023-11,Mid-Market,Nordics,Technology & SaaS,28,4,SMS|Voice|Verification|Email,191687.98,101592.85,0.53,8291045,0.0252,9.1,3,53,Annual,7,False,Nurture,2358222.21
CLT0153,2023-01,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,558014.62,274901.14,0.493,7777708,0.0,7.1,0,36,Monthly,9,False,Nurture,6696175.44
CLT0153,2023-03,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,272476.65,133998.1,0.492,3773206,-0.5117,7.1,2,56,Monthly,12,False,Retain,3269719.8
CLT0153,2023-04,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,275682.61,134580.09,0.488,3872961,0.0118,7.1,2,62,Monthly,12,False,Nurture,3347227.98
CLT0153,2023-05,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,567237.15,266751.96,0.47,8055573,1.0576,7.1,5,35,Monthly,2,False,Retain,14005765.92
CLT0153,2023-06,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,296376.77,158713.57,0.536,4168834,-0.4775,7.1,2,51,Monthly,4,False,Retain,3556521.24
CLT0153,2023-07,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,301877.31,156831.01,0.52,4233040,0.0186,7.1,0,63,Monthly,2,False,Nurture,3689906.74
CLT0153,2023-08,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,306296.41,155946.05,0.509,4269666,0.0146,7.1,0,17,Monthly,1,False,Nurture,3729220.05
CLT0153,2023-09,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,313265.12,156040.32,0.498,4473886,0.0228,7.1,2,52,Monthly,4,False,Nurture,3844890.78
CLT0153,2023-10,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,324447.59,177733.78,0.548,4617563,0.0357,7.1,2,14,Monthly,8,False,Nurture,4032364.43
CLT0153,2023-11,Mid-Market,LATAM,Healthcare,29,4,Verification|SMS|Voice|WhatsApp Business,344475.06,165445.24,0.48,4981674,0.0617,7.1,2,43,Monthly,6,False,Nurture,4388750.05
CLT0154,2023-01,SMB,APAC,Gaming & Entertainment,23,2,Email|SMS,78457.89,41996.34,0.535,3354980,0.0,6.6,3,22,Monthly,10,False,Nurture,941494.68
CLT0154,2023-03,SMB,APAC,Gaming & Entertainment,23,2,Email|SMS,43292.96,21217.94,0.49,1755885,-0.4482,6.6,1,57,Monthly,8,False,Retain,519515.52
CLT0154,2023-04,SMB,APAC,Gaming & Entertainment,23,2,Email|SMS,45704.17,22908.45,0.501,1810371,0.0557,6.6,1,52,Monthly,1,False,Nurture,578998.71
